gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
680672.9263575,0,0.9677737355232239,0.4320566356151671,-0.4950665457179366,680672.924326-0 680672.928389-1,-3.2779014848296075,27.758966036967557,17.781030069079886,20.254332717381516,14.236898573038271,-21.804194931035774,-0.49029627795688174,0.28940185494648474,0.8221046929528878,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6633193711247409,0.2361416474870552,0.7101017773620747
680672.930344,0,0.9293194711208344,0.43439311484987375,-0.4945229013626191,680672.932299-0 680672.928389-1,-3.166395061840861,27.83746895179601,17.886702953287102,20.254332717381516,14.236898573038271,-21.804194931035774,-0.48741425242241215,0.2913888951479344,0.8231159446396158,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6633193711247409,0.2361416474870552,0.7101017773620747
680672.9343515,0,0.9293194711208344,0.4332467207631847,-0.49334814897474843,680672.932299-0 680672.936404-1,-3.2392837587813617,27.913224171292843,17.998959920665335,20.254332717381516,14.236898573038271,-21.804194931035774,-0.48741425242241215,0.2913888951479344,0.8231159446396158,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6614118820792855,0.23798453278317747,0.7112648482810817
680672.9383795001,0,0.9077444076538086,0.4330861548505938,-0.4950684113063699,680672.940355-0 680672.936404-1,-3.2528336444184465,28.00683438471409,17.949219241579875,20.254332717381516,14.236898573038271,-21.804194931035774,-0.4877696573920814,0.2951509214199621,0.8215635671769765,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6614118820792855,0.23798453278317747,0.7112648482810817
680672.94248,0,0.9077444076538086,0.43235967045782886,-0.49333184905905614,680672.940355-0 680672.944605-1,-3.2941000348936846,27.981349680512132,18.035737629264435,20.254332717381516,14.236898573038271,-21.804194931035774,-0.4877696573920814,0.2951509214199621,0.8215635671769765,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6603310597645279,0.23636856919181198,0.7128062787381092
680672.947533,0,0.9018043577671051,0.4334529329343213,-0.4935176458633581,680672.950461-0 680672.944605-1,-3.2430205151152354,28.044407378544243,18.074713783794085,20.254332717381516,14.236898573038271,-21.804194931035774,-0.48645396519230977,0.29709576842171626,0.821642649899936,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6603310597645279,0.23636856919181198,0.7128062787381092
680672.9514794999,0,0.9018043577671051,0.4337833869878656,-0.49409510266540724,680672.950461-0 680672.952498-1,-3.223104595342411,28.040098514393037,18.03842922091092,20.254332717381516,14.236898573038271,-21.804194931035774,-0.48645396519230977,0.29709576842171626,0.821642649899936,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6608529352210073,0.236505575385687,0.7122769902371296
680672.955533,0,0.8575330078601837,0.43380560669630774,-0.4939825831063849,680672.958568-0 680672.952498-1,-3.2216674191517747,28.034550322342337,18.04217545462895,20.254332717381516,14.236898573038271,-21.804194931035774,-0.48641647765093715,0.296866859515513,0.8217475755918308,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6608529352210073,0.236505575385687,0.7122769902371296
680672.959581,0,0.8575330078601837,0.43364919684429887,-0.49465864154379036,680672.958568-0 680672.960594-1,-3.2360754052778127,28.107482918712833,18.044844388862497,20.254332717381516,14.236898573038271,-21.804194931035774,-0.48641647765093715,0.296866859515513,0.8217475755918308,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6604764130731622,0.23911269513338093,0.7117555948498477
680672.9624725,0,0.9113123118877411,0.4337625700173741,-0.4948902067128389,680672.964351-0 680672.960594-1,-3.2314891659160114,28.126587258479937,18.043466098144304,20.254332717381516,14.236898573038271,-21.804194931035774,-0.4862991342180927,0.29756149673531596,0.8215657659124872,-39.90347826900315,14.296059363910047,-21.283262714418505,0.6604764130731622,0.23911269513338093,0.7117555948498477
