Recording timestamp	Computer timestamp	Sensor	Participant name	Eyetracker timestamp	Event	Pupil diameter left	Pupil diameter right	Eye movement type	Gaze event duration	Fixation point X	Fixation point Y
21382	60731641	Eye Tracker	Arthur	216187059		3.177	3.333	Fixation	8	1829	793
21391	60731650	Eye Tracker	Arthur	216195392		3.208	3.362	Fixation	8	1811	769
21399	60731658	Eye Tracker	Arthur	216203725		3.143	3.348	Fixation	8	1826	771
21407	60731666	Eye Tracker	Arthur	216212059		3.180	3.323	Fixation	8	1820	780
21416	60731675	Eye Tracker	Arthur	216220392		3.239	3.353	Fixation	8	1804	762
21424	60731683	Eye Tracker	Arthur	216228725		3.135	3.329	Fixation	8	1846	779
21432	60731691	Eye Tracker	Arthur	216237059		3.179	3.321	Fixation	8	1813	787
21441	60731700	Eye Tracker	Arthur	216245392		3.215	3.347	Fixation	8	1811	756
21449	60731708	Eye Tracker	Arthur	216253727		3.130	3.332	Fixation	8	1841	772
21457	60731716	Eye Tracker	Arthur	216262061		3.166	3.323	Fixation	8	1819	796
21466	60731725	Eye Tracker	Arthur	216270394		3.201	3.336	Fixation	8	1807	766
21474	60731733	Eye Tracker	Arthur	216278727		3.152	3.328	Fixation	8	1843	801
21482	60731741	Eye Tracker	Arthur	216287061		3.160	3.329	Fixation	8	1806	847
21491	60731750	Eye Tracker	Arthur	216295394		3.202	3.358	Fixation	8	1793	831
21499	60731758	Eye Tracker	Arthur	216303727		3.102	3.330	Fixation	8	1843	857
21507	60731766	Eye Tracker	Arthur	216312061		3.154	3.322	Fixation	8	1825	844
21516	60731775	Eye Tracker	Arthur	216320394		3.210	3.358	Fixation	8	1792	833
21524	60731783	Eye Tracker	Arthur	216328727		3.081	3.322	Fixation	8	1849	849
21532	60731791	Eye Tracker	Arthur	216337061		3.170	3.326	Fixation	8	1830	856
21541	60731800	Eye Tracker	Arthur	216345394		3.212	3.338	Fixation	8	1797	827
21549	60731808	Eye Tracker	Arthur	216353727		3.089	3.319	Fixation	8	1851	847
21557	60731816	Eye Tracker	Arthur	216362060		3.178	3.319	Fixation	8	1807	856
21566	60731825	Eye Tracker	Arthur	216370394		3.207	3.340	Fixation	8	1798	835
21574	60731833	Eye Tracker	Arthur	216378727		3.057	3.334	Fixation	8	1857	839
21582	60731841	Eye Tracker	Arthur	216387063		3.168	3.316	Fixation	8	1823	863
21591	60731850	Eye Tracker	Arthur	216395396		3.190	3.322	Fixation	8	1793	849
21599	60731858	Eye Tracker	Arthur	216403729		3.062	3.322	Fixation	8	1850	853
21607	60731866	Eye Tracker	Arthur	216412062		3.156	3.316	Fixation	8	1827	853
21616	60731875	Eye Tracker	Arthur	216420396		3.204	3.315	Fixation	8	1801	849
21624	60731883	Eye Tracker	Arthur	216428729		3.067	3.323	Fixation	8	1846	847
21632	60731891	Eye Tracker	Arthur	216437062		3.155	3.301	Fixation	8	1816	862
21641	60731900	Eye Tracker	Arthur	216445396		3.209	3.310	Fixation	8	1794	833
21649	60731908	Eye Tracker	Arthur	216453729		3.077	3.312	Fixation	8	1856	856
21657	60731916	Eye Tracker	Arthur	216462062		3.168	3.302	Fixation	8	1819	859
21666	60731925	Eye Tracker	Arthur	216470396		3.187	3.315	Fixation	8	1790	863
21674	60731933	Eye Tracker	Arthur	216478729		3.051	3.316	Fixation	8	1850	865
21682	60731941	Eye Tracker	Arthur	216487062		3.143	3.296	Fixation	8	1823	870
21691	60731950	Eye Tracker	Arthur	216495396		3.181	3.291	Fixation	8	1795	837
21699	60731958	Eye Tracker	Arthur	216503729		3.054	3.300	Fixation	8	1854	865
21707	60731966	Eye Tracker	Arthur	216512062		3.145	3.282	Fixation	8	1828	870
21716	60731975	Eye Tracker	Arthur	216520396		3.183	3.280	Fixation	8	1792	857
21724	60731983	Eye Tracker	Arthur	216528729		3.045	3.286	Fixation	8	1847	854
21732	60731991	Eye Tracker	Arthur	216537062		3.142	3.266	Fixation	8	1818	861
21741	60732000	Eye Tracker	Arthur	216545396		3.169	3.277	Fixation	8	1806	849
21749	60732008	Eye Tracker	Arthur	216553729		3.041	3.271	Fixation	8	1856	841
21757	60732016	Eye Tracker	Arthur	216562062		3.128	3.264	Fixation	8	1832	852
21766	60732025	Eye Tracker	Arthur	216570396		3.160	3.282	Fixation	8	1807	852
21774	60732033	Eye Tracker	Arthur	216578729		3.016	3.265	Fixation	8	1858	874
21782	60732041	Eye Tracker	Arthur	216587062		3.130	3.243	Fixation	8	1830	854
21791	60732050	Eye Tracker	Arthur	216595396		3.149	3.265	Fixation	8	1802	834
21799	60732058	Eye Tracker	Arthur	216603729		3.031	3.253	Fixation	8	1857	851
21807	60732066	Eye Tracker	Arthur	216612062		3.119	3.237	Fixation	8	1830	852
21816	60732075	Eye Tracker	Arthur	216620396		3.139	3.244	Fixation	8	1813	842
21824	60732083	Eye Tracker	Arthur	216628729		3.018	3.245	Fixation	8	1860	863
21832	60732091	Eye Tracker	Arthur	216637062		3.105	3.229	Fixation	8	1818	870
21841	60732100	Eye Tracker	Arthur	216645396		3.134	3.236	Fixation	8	1805	854
21849	60732108	Eye Tracker	Arthur	216653729		2.997	3.240	Fixation	8	1856	837
21857	60732116	Eye Tracker	Arthur	216662062		3.101	3.217	Fixation	8	1833	872
21866	60732125	Eye Tracker	Arthur	216670396		3.140	3.223	Fixation	8	1792	854
21874	60732133	Eye Tracker	Arthur	216678729		3.005	3.224	Fixation	8	1854	860
21882	60732141	Eye Tracker	Arthur	216687062		3.094	3.208	Fixation	8	1830	857
21891	60732150	Eye Tracker	Arthur	216695396		3.131	3.214	Fixation	8	1801	868
21899	60732158	Eye Tracker	Arthur	216703729		3.006	3.224	Fixation	8	1846	866
21907	60732166	Eye Tracker	Arthur	216712062		3.087	3.192	Fixation	8	1832	869
21916	60732175	Eye Tracker	Arthur	216720396		3.122	3.206	Fixation	8	1804	833
21924	60732183	Eye Tracker	Arthur	216728729		2.979	3.214	Fixation	8	1867	870
21932	60732191	Eye Tracker	Arthur	216737062		3.062	3.184	Fixation	8	1825	870
21941	60732200	Eye Tracker	Arthur	216745396		3.117	3.200	Fixation	8	1805	844
21949	60732208	Eye Tracker	Arthur	216753729		2.950	3.197	Fixation	8	1860	866
21957	60732216	Eye Tracker	Arthur	216762062		3.063	3.182	Fixation	8	1825	874
21966	60732225	Eye Tracker	Arthur	216770396		3.098	3.184	Fixation	8	1810	845
21974	60732233	Eye Tracker	Arthur	216778732		2.954	3.181	Fixation	8	1859	839
21982	60732241	Eye Tracker	Arthur	216787065		3.044	3.166	Fixation	8	1826	867
21991	60732250	Eye Tracker	Arthur	216795399		3.086	3.171	Fixation	8	1798	843
21999	60732258	Eye Tracker	Arthur	216803732		2.956	3.177	Fixation	8	1844	856
22007	60732266	Eye Tracker	Arthur	216812065		3.041	3.160	Fixation	8	1834	867
22016	60732275	Eye Tracker	Arthur	216820399		3.090	3.156	Fixation	8	1802	852
22024	60732283	Eye Tracker	Arthur	216828732		2.932	3.165	Fixation	8	1872	850
22032	60732291	Eye Tracker	Arthur	216837065		3.035	3.148	Fixation	8	1841	864
22041	60732300	Eye Tracker	Arthur	216845398		3.078	3.158	Fixation	8	1805	854
22049	60732308	Eye Tracker	Arthur	216853732		2.898	3.163	Fixation	8	1864	861
22057	60732316	Eye Tracker	Arthur	216862065		3.022	3.141	Fixation	8	1823	859
22066	60732325	Eye Tracker	Arthur	216870399		3.061	3.144	Fixation	8	1803	843
22074	60732333	Eye Tracker	Arthur	216878732		2.912	3.163	Fixation	8	1874	867
22082	60732341	Eye Tracker	Arthur	216887065		3.006	3.142	Fixation	8	1830	851
22091	60732350	Eye Tracker	Arthur	216895399		3.054	3.144	Fixation	8	1802	851
22099	60732358	Eye Tracker	Arthur	216903732		2.906	3.143	Fixation	8	1860	868
22107	60732366	Eye Tracker	Arthur	216912065		3.012	3.131	Fixation	8	1837	859
22116	60732375	Eye Tracker	Arthur	216920399		3.049	3.139	Fixation	8	1801	848
22124	60732383	Eye Tracker	Arthur	216928732		2.929	3.142	Fixation	8	1867	844
22132	60732391	Eye Tracker	Arthur	216937065		2.992	3.119	Fixation	8	1826	850
22141	60732400	Eye Tracker	Arthur	216945398		3.034	3.136	Fixation	8	1805	850
22149	60732408	Eye Tracker	Arthur	216953732		2.899	3.136	Fixation	8	1857	853
22157	60732416	Eye Tracker	Arthur	216962065		2.995	3.122	Fixation	8	1835	868
22166	60732425	Eye Tracker	Arthur	216970398		3.043	3.154	Fixation	8	1814	845
22174	60732433	Eye Tracker	Arthur	216978732		2.887	3.137	Fixation	8	1858	854
22182	60732441	Eye Tracker	Arthur	216987065		3.005	3.123	Fixation	8	1828	847
22191	60732450	Eye Tracker	Arthur	216995398		3.054	3.135	Fixation	8	1797	840
22199	60732458	Eye Tracker	Arthur	217003732		2.907	3.142	Fixation	8	1859	847
22207	60732466	Eye Tracker	Arthur	217012065		3.004	3.121	Fixation	8	1824	853
22216	60732475	Eye Tracker	Arthur	217020399		3.055	3.144	Fixation	8	1808	842
22224	60732483	Eye Tracker	Arthur	217028732		2.942	3.145	Fixation	8	1854	858
22232	60732491	Eye Tracker	Arthur	217037065		3.009	3.135	Fixation	8	1838	845
22241	60732500	Eye Tracker	Arthur	217045398		3.059	3.142	Fixation	8	1812	843
22249	60732508	Eye Tracker	Arthur	217053732		2.905	3.145	Fixation	8	1871	859
22257	60732516	Eye Tracker	Arthur	217062065		3.017	3.134	Fixation	8	1833	851
22266	60732525	Eye Tracker	Arthur	217070398		3.064	3.143	Fixation	8	1809	856
22274	60732533	Eye Tracker	Arthur	217078732		2.931	3.167	Fixation	8	1863	856
22282	60732541	Eye Tracker	Arthur	217087065		3.022	3.149	Fixation	8	1847	855
22291	60732550	Eye Tracker	Arthur	217095398		3.071	3.144	Fixation	8	1806	847
22299	60732558	Eye Tracker	Arthur	217103732		2.932	3.159	Fixation	8	1864	861
22307	60732566	Eye Tracker	Arthur	217112065		3.033	3.150	Fixation	8	1847	854
22316	60732575	Eye Tracker	Arthur	217120398		3.076	3.150	Fixation	8	1807	848
22324	60732583	Eye Tracker	Arthur	217128732		2.928	3.158	Fixation	8	1851	856
22332	60732591	Eye Tracker	Arthur	217137065		3.033	3.155	Fixation	8	1843	868
22341	60732600	Eye Tracker	Arthur	217145398		3.080	3.168	Fixation	8	1791	844
22349	60732608	Eye Tracker	Arthur	217153732		2.943	3.166	Fixation	8	1854	860
22357	60732616	Eye Tracker	Arthur	217162065		3.041	3.166	Fixation	8	1839	858
22366	60732625	Eye Tracker	Arthur	217170399		3.062	3.176	Fixation	8	1807	843
22374	60732633	Eye Tracker	Arthur	217178733		2.895	3.170	Fixation	8	1868	855
22382	60732641	Eye Tracker	Arthur	217187065		3.034	3.161	Fixation	8	1833	870
22391	60732650	Eye Tracker	Arthur	217195399		3.084	3.179	Fixation	8	1804	849
22399	60732658	Eye Tracker	Arthur	217203733		2.955	3.176	Fixation	8	1855	858
22407	60732666	Eye Tracker	Arthur	217212066		3.028	3.164	Fixation	8	1825	857
22416	60732675	Eye Tracker	Arthur	217220399		3.078	3.183	Fixation	8	1807	836
22424	60732683	Eye Tracker	Arthur	217228733		2.970	3.186	Fixation	8	1846	860
22432	60732691	Eye Tracker	Arthur	217237066		3.035	3.169	Fixation	8	1842	857
22441	60732700	Eye Tracker	Arthur	217245398		3.078	3.188	Fixation	8	1804	845
22449	60732708	Eye Tracker	Arthur	217253733		2.957	3.186	Fixation	8	1859	854
22457	60732716	Eye Tracker	Arthur	217262066		3.031	3.177	Fixation	8	1832	867
22466	60732725	Eye Tracker	Arthur	217270399		3.082	3.182	Fixation	8	1806	846
22474	60732733	Eye Tracker	Arthur	217278733		2.966	3.180	Fixation	8	1841	857
22482	60732741	Eye Tracker	Arthur	217287066		3.031	3.172	Fixation	8	1827	860
22491	60732750	Eye Tracker	Arthur	217295399		3.084	3.197	Fixation	8	1799	840
22499	60732758	Eye Tracker	Arthur	217303733		2.926	3.189	Fixation	8	1872	852
22507	60732766	Eye Tracker	Arthur	217312066		3.038	3.181	Fixation	8	1827	868
22516	60732775	Eye Tracker	Arthur	217320399		3.087	3.170	Fixation	8	1799	846
22524	60732783	Eye Tracker	Arthur	217328733		2.930	3.185	Fixation	8	1848	866
22532	60732791	Eye Tracker	Arthur	217337066		3.040	3.170	Fixation	8	1829	854
22541	60732800	Eye Tracker	Arthur	217345399		3.076	3.190	Fixation	8	1800	858
22549	60732808	Eye Tracker	Arthur	217353733		2.938	3.187	Fixation	8	1861	861
22557	60732816	Eye Tracker	Arthur	217362066		3.029	3.165	Fixation	8	1821	862
22566	60732825	Eye Tracker	Arthur	217370399		3.079	3.182	Fixation	8	1805	848
22574	60732833	Eye Tracker	Arthur	217378733		2.949	3.194	Fixation	8	1866	857
22582	60732841	Eye Tracker	Arthur	217387066		3.036	3.174	Fixation	8	1818	857
22591	60732850	Eye Tracker	Arthur	217395399		3.067	3.175	Fixation	8	1794	847
22599	60732858	Eye Tracker	Arthur	217403732		2.964	3.198	Fixation	8	1837	856
22607	60732866	Eye Tracker	Arthur	217412066		3.042	3.197	Fixation	8	1832	872
22616	60732875	Eye Tracker	Arthur	217420399		3.073	3.186	Fixation	8	1804	848
22624	60732883	Eye Tracker	Arthur	217428732		2.926	3.205	Fixation	8	1861	853
22632	60732891	Eye Tracker	Arthur	217437068		3.050	3.181	Fixation	8	1836	849
22641	60732900	Eye Tracker	Arthur	217445401		3.081	3.197	Fixation	8	1813	844
22649	60732908	Eye Tracker	Arthur	217453734		2.940	3.205	Fixation	8	1868	863
22657	60732916	Eye Tracker	Arthur	217462068		3.044	3.186	Fixation	8	1820	863
22666	60732925	Eye Tracker	Arthur	217470401		3.101	3.196	Fixation	8	1795	847
22674	60732933	Eye Tracker	Arthur	217478735		2.936	3.203	Fixation	8	1858	863
22682	60732941	Eye Tracker	Arthur	217487068		3.052	3.188	Fixation	8	1817	854
22691	60732950	Eye Tracker	Arthur	217495401		3.103	3.197	Fixation	8	1793	843
22699	60732958	Eye Tracker	Arthur	217503735		2.956	3.216	Fixation	8	1862	864
22707	60732966	Eye Tracker	Arthur	217512068		3.046	3.203	Fixation	8	1815	865
22716	60732975	Eye Tracker	Arthur	217520401		3.106	3.200	Fixation	8	1796	859
22724	60732983	Eye Tracker	Arthur	217528734		2.973	3.212	Fixation	8	1859	857
22732	60732991	Eye Tracker	Arthur	217537068		3.072	3.202	Fixation	8	1832	866
22741	60733000	Eye Tracker	Arthur	217545401		3.099	3.219	Fixation	8	1806	856
22749	60733008	Eye Tracker	Arthur	217553735		2.998	3.225	Fixation	8	1850	859
22757	60733016	Eye Tracker	Arthur	217562068		3.082	3.220	Fixation	8	1821	854
22766	60733025	Eye Tracker	Arthur	217570401		3.120	3.243	Fixation	8	1793	843
22774	60733033	Eye Tracker	Arthur	217578734		2.990	3.238	Fixation	8	1865	846
22782	60733041	Eye Tracker	Arthur	217587068		3.081	3.212	Fixation	8	1826	844
22791	60733050	Eye Tracker	Arthur	217595401		3.130	3.236	Fixation	8	1801	842
22799	60733058	Eye Tracker	Arthur	217603734		3.049	3.242	Fixation	8	1860	844
22807	60733066	Eye Tracker	Arthur	217612068		3.099	3.225	Fixation	8	1828	856
22816	60733075	Eye Tracker	Arthur	217620401		3.139	3.257	Fixation	8	1815	840
22824	60733083	Eye Tracker	Arthur	217628734		3.015	3.259	Fixation	8	1856	854
22832	60733091	Eye Tracker	Arthur	217637068		3.109	3.239	Fixation	8	1822	842
22841	60733100	Eye Tracker	Arthur	217645401		3.161	3.261	Fixation	8	1801	836
22849	60733108	Eye Tracker	Arthur	217653734		3.042	3.251	Fixation	8	1849	843
22857	60733116	Eye Tracker	Arthur	217662068		3.117	3.256	Fixation	8	1827	869
22866	60733125	Eye Tracker	Arthur	217670401		3.157	3.272	Fixation	8	1808	848
22874	60733133	Eye Tracker	Arthur	217678734		3.044	3.266	Fixation	8	1846	850
22882	60733141	Eye Tracker	Arthur	217687068		3.131	3.260	Fixation	8	1831	851
22891	60733150	Eye Tracker	Arthur	217695403		3.161	3.273	Fixation	8	1806	848
22899	60733158	Eye Tracker	Arthur	217703736		3.059	3.282	Fixation	8	1848	859
22907	60733166	Eye Tracker	Arthur	217712070		3.135	3.268	Fixation	8	1821	860
22916	60733175	Eye Tracker	Arthur	217720403		3.166	3.273	Fixation	8	1802	842
22924	60733183	Eye Tracker	Arthur	217728736		3.116	3.286	Fixation	8	1862	848
22932	60733191	Eye Tracker	Arthur	217737070		3.149	3.275	Fixation	8	1830	860
22941	60733200	Eye Tracker	Arthur	217745403		3.193	3.288	Fixation	8	1796	838
22949	60733208	Eye Tracker	Arthur	217753736		3.080	3.293	Fixation	8	1851	847
22957	60733216	Eye Tracker	Arthur	217762070		3.159	3.274	Fixation	8	1822	846
22966	60733225	Eye Tracker	Arthur	217770403		3.197	3.321	Fixation	8	1801	856
22974	60733233	Eye Tracker	Arthur	217778736		3.104	3.299	Fixation	8	1841	856
22982	60733241	Eye Tracker	Arthur	217787070		3.158	3.287	Fixation	8	1833	854
22991	60733250	Eye Tracker	Arthur	217795403		3.209	3.305	Fixation	8	1799	853
22999	60733258	Eye Tracker	Arthur	217803736		3.076	3.298	Fixation	8	1849	852
23007	60733266	Eye Tracker	Arthur	217812070		3.158	3.290	Fixation	8	1815	852
23016	60733275	Eye Tracker	Arthur	217820403		3.208	3.311	Fixation	8	1798	833
23024	60733283	Eye Tracker	Arthur	217828736		3.118	3.303	Fixation	8	1844	841
23032	60733291	Eye Tracker	Arthur	217837070		3.166	3.297	Fixation	8	1828	858
23041	60733300	Eye Tracker	Arthur	217845403		3.213	3.311	Fixation	8	1805	846
23049	60733308	Eye Tracker	Arthur	217853736		3.102	3.310	Fixation	8	1852	853
23057	60733316	Eye Tracker	Arthur	217862070		3.169	3.307	Fixation	8	1830	849
23066	60733325	Eye Tracker	Arthur	217870403		3.212	3.322	Fixation	8	1795	848
23074	60733333	Eye Tracker	Arthur	217878736		3.129	3.313	Fixation	8	1845	846
23082	60733341	Eye Tracker	Arthur	217887070		3.171	3.294	Fixation	8	1830	848
23091	60733350	Eye Tracker	Arthur	217895403		3.196	3.314	Fixation	8	1800	851
23099	60733358	Eye Tracker	Arthur	217903736		3.115	3.312	Fixation	8	1849	859
23107	60733366	Eye Tracker	Arthur	217912070		3.171	3.303	Fixation	8	1830	856
23116	60733375	Eye Tracker	Arthur	217920403		3.220	3.311	Fixation	8	1806	837
23124	60733383	Eye Tracker	Arthur	217928736		3.109	3.307	Fixation	8	1843	831
23132	60733391	Eye Tracker	Arthur	217937070		3.164	3.306	Fixation	8	1840	846
23141	60733400	Eye Tracker	Arthur	217945403		3.206	3.305	Fixation	8	1805	847
23149	60733408	Eye Tracker	Arthur	217953736		3.130	3.299	Fixation	8	1842	860
23157	60733416	Eye Tracker	Arthur	217962071		3.159	3.289	Fixation	8	1825	854
23166	60733425	Eye Tracker	Arthur	217970404		3.206	3.297	Fixation	8	1799	853
23174	60733433	Eye Tracker	Arthur	217978737		3.108	3.299	Fixation	8	1853	856
23182	60733441	Eye Tracker	Arthur	217987071		3.160	3.291	Fixation	8	1827	841
23191	60733450	Eye Tracker	Arthur	217995404		3.219	3.290	Fixation	8	1806	838
23199	60733458	Eye Tracker	Arthur	218003737		3.092	3.293	Fixation	8	1853	835
23207	60733466	Eye Tracker	Arthur	218012071		3.146	3.276	Fixation	8	1818	860
23216	60733475	Eye Tracker	Arthur	218020404		3.201	3.304	Fixation	8	1786	840
23224	60733483	Eye Tracker	Arthur	218028737		3.102	3.286	Fixation	8	1849	848
23232	60733491	Eye Tracker	Arthur	218037071		3.135	3.275	Fixation	8	1828	848
23241	60733500	Eye Tracker	Arthur	218045404		3.201	3.278	Fixation	8	1804	848
23249	60733508	Eye Tracker	Arthur	218053737		3.089	3.282	Fixation	8	1851	835
23257	60733516	Eye Tracker	Arthur	218062070		3.141	3.270	Fixation	8	1833	852
23266	60733525	Eye Tracker	Arthur	218070404		3.187	3.281	Fixation	8	1799	825
23274	60733533	Eye Tracker	Arthur	218078737		3.068	3.268	Fixation	8	1837	836
23282	60733541	Eye Tracker	Arthur	218087071		3.126	3.265	Fixation	8	1815	854
23291	60733550	Eye Tracker	Arthur	218095404		3.169	3.292	Fixation	8	1796	836
23299	60733558	Eye Tracker	Arthur	218103737		3.069	3.263	Fixation	8	1849	840
23307	60733566	Eye Tracker	Arthur	218112070		3.124	3.250	Fixation	8	1833	839
23316	60733575	Eye Tracker	Arthur	218120404		3.160	3.267	Fixation	8	1790	845
23324	60733583	Eye Tracker	Arthur	218128737		3.063	3.265	Fixation	8	1859	843
23332	60733591	Eye Tracker	Arthur	218137070		3.122	3.256	Fixation	8	1821	859
23341	60733600	Eye Tracker	Arthur	218145404		3.171	3.253	Fixation	8	1803	835
23349	60733608	Eye Tracker	Arthur	218153737		3.066	3.256	Fixation	8	1849	844
23357	60733616	Eye Tracker	Arthur	218162070		3.120	3.242	Fixation	8	1823	848
23366	60733625	Eye Tracker	Arthur	218170404		3.165	3.269	Fixation	8	1795	839
23374	60733633	Eye Tracker	Arthur	218178737		3.060	3.248	Fixation	8	1836	847
23382	60733641	Eye Tracker	Arthur	218187070		3.117	3.247	Fixation	8	1822	857
23391	60733650	Eye Tracker	Arthur	218195404		3.140	3.256	Fixation	8	1800	841
23399	60733658	Eye Tracker	Arthur	218203737		3.034	3.266	Fixation	8	1848	848
23407	60733666	Eye Tracker	Arthur	218212070		3.114	3.247	Fixation	8	1823	856
23416	60733675	Eye Tracker	Arthur	218220405		3.176	3.266	Fixation	8	1810	834
23424	60733683	Eye Tracker	Arthur	218228738		3.066	3.257	Fixation	8	1855	840
23432	60733691	Eye Tracker	Arthur	218237071		3.118	3.247	Fixation	8	1813	843
23441	60733700	Eye Tracker	Arthur	218245405		3.152	3.266	Fixation	8	1795	840
23449	60733708	Eye Tracker	Arthur	218253737		3.065	3.258	Fixation	8	1840	844
23457	60733716	Eye Tracker	Arthur	218262071		3.114	3.250	Fixation	8	1821	867
23466	60733725	Eye Tracker	Arthur	218270405		3.167	3.253	Fixation	8	1791	843
23474	60733733	Eye Tracker	Arthur	218278738		3.069	3.251	Fixation	8	1844	844
23482	60733741	Eye Tracker	Arthur	218287071		3.114	3.237	Fixation	8	1813	859
23491	60733750	Eye Tracker	Arthur	218295405		3.162	3.262	Fixation	8	1800	840
23499	60733758	Eye Tracker	Arthur	218303738		3.037	3.266	Fixation	8	1855	847
23507	60733766	Eye Tracker	Arthur	218312071		3.127	3.250	Fixation	8	1817	846
23516	60733775	Eye Tracker	Arthur	218320405		3.164	3.256	Fixation	8	1807	846
23524	60733783	Eye Tracker	Arthur	218328738		3.054	3.270	Fixation	8	1852	844
23532	60733791	Eye Tracker	Arthur	218337071		3.131	3.259	Fixation	8	1826	858
23541	60733800	Eye Tracker	Arthur	218345405		3.176	3.270	Fixation	8	1797	839
23549	60733808	Eye Tracker	Arthur	218353740		3.086	3.271	Fixation	8	1846	848
23557	60733816	Eye Tracker	Arthur	218362073		3.132	3.256	Fixation	8	1817	851
23566	60733825	Eye Tracker	Arthur	218370407		3.165	3.286	Fixation	8	1804	840
23574	60733833	Eye Tracker	Arthur	218378740		3.066	3.272	Fixation	8	1853	853
23582	60733841	Eye Tracker	Arthur	218387073		3.131	3.257	Fixation	8	1816	864
23591	60733850	Eye Tracker	Arthur	218395407		3.174	3.293	Fixation	8	1797	845
23599	60733858	Eye Tracker	Arthur	218403740		3.067	3.290	Fixation	8	1849	851
23607	60733866	Eye Tracker	Arthur	218412073		3.142	3.274	Fixation	8	1813	844
23616	60733875	Eye Tracker	Arthur	218420407		3.190	3.304	Fixation	8	1791	838
23624	60733883	Eye Tracker	Arthur	218428740		3.073	3.293	Fixation	8	1856	839
23632	60733891	Eye Tracker	Arthur	218437073		3.154	3.278	Fixation	8	1818	863
23641	60733900	Eye Tracker	Arthur	218445406		3.207	3.316	Fixation	8	1795	841
23649	60733908	Eye Tracker	Arthur	218453740		3.109	3.295	Fixation	8	1847	853
23657	60733916	Eye Tracker	Arthur	218462073		3.155	3.292	Fixation	8	1817	855
23666	60733925	Eye Tracker	Arthur	218470406		3.201	3.312	Fixation	8	1802	838
23674	60733933	Eye Tracker	Arthur	218478740		3.090	3.310	Fixation	8	1841	853
23682	60733941	Eye Tracker	Arthur	218487073		3.163	3.297	Fixation	8	1817	865
23691	60733950	Eye Tracker	Arthur	218495407		3.217	3.327	Fixation	8	1801	848
23699	60733958	Eye Tracker	Arthur	218503740		3.115	3.320	Fixation	8	1848	847
23708	60733966	Eye Tracker	Arthur	218512073		3.180	3.305	Fixation	8	1815	857
23716	60733975	Eye Tracker	Arthur	218520407		3.229	3.354	Fixation	8	1797	842
23724	60733983	Eye Tracker	Arthur	218528740		3.102	3.334	Fixation	8	1853	853
23733	60733991	Eye Tracker	Arthur	218537073		3.188	3.323	Fixation	8	1815	864
23741	60734000	Eye Tracker	Arthur	218545406		3.228	3.361	Fixation	8	1786	843
23749	60734008	Eye Tracker	Arthur	218553739		3.118	3.351	Fixation	8	1845	846
23758	60734016	Eye Tracker	Arthur	218562073		3.202	3.339	Fixation	8	1820	854
23766	60734025	Eye Tracker	Arthur	218570406		3.236	3.383	Fixation	8	1792	846
23774	60734033	Eye Tracker	Arthur	218578740		3.130	3.364	Fixation	8	1849	844
23783	60734041	Eye Tracker	Arthur	218587073		3.220	3.360	Fixation	8	1818	846
23791	60734050	Eye Tracker	Arthur	218595406		3.243	3.377	Fixation	8	1793	846
23799	60734058	Eye Tracker	Arthur	218603740		3.165	3.382	Fixation	8	1857	855
23808	60734066	Eye Tracker	Arthur	218612074		3.221	3.366	Fixation	8	1803	850
23816	60734075	Eye Tracker	Arthur	218620408		3.263	3.398	Fixation	8	1795	848
23824	60734083	Eye Tracker	Arthur	218628741		3.183	3.391	Fixation	8	1853	842
23833	60734091	Eye Tracker	Arthur	218637074		3.231	3.379	Fixation	8	1806	866
23841	60734100	Eye Tracker	Arthur	218645407		3.300	3.417	Fixation	8	1796	854
23849	60734108	Eye Tracker	Arthur	218653741		3.213	3.414	Fixation	8	1845	847
23858	60734116	Eye Tracker	Arthur	218662074		3.250	3.394	Fixation	8	1817	861
23866	60734125	Eye Tracker	Arthur	218670407		3.287	3.413	Fixation	8	1793	841
23874	60734133	Eye Tracker	Arthur	218678741		3.199	3.419	Fixation	8	1849	852
23883	60734141	Eye Tracker	Arthur	218687074		3.254	3.394	Fixation	8	1797	877
23891	60734150	Eye Tracker	Arthur	218695407		3.300	3.453	Fixation	8	1781	847
23899	60734158	Eye Tracker	Arthur	218703741		3.212	3.425	Fixation	8	1835	846
23908	60734166	Eye Tracker	Arthur	218712074		3.267	3.408	Fixation	8	1808	863
23916	60734175	Eye Tracker	Arthur	218720407		3.310	3.456	Fixation	8	1788	840
23924	60734183	Eye Tracker	Arthur	218728741		3.213	3.437	Fixation	8	1848	856
23933	60734191	Eye Tracker	Arthur	218737074		3.270	3.429	Fixation	8	1810	860
23941	60734200	Eye Tracker	Arthur	218745406		3.318	3.451	Fixation	8	1778	848
23949	60734208	Eye Tracker	Arthur	218753740		3.218	3.441	Fixation	8	1848	847
23958	60734216	Eye Tracker	Arthur	218762073		3.273	3.431	Fixation	8	1809	871
23966	60734225	Eye Tracker	Arthur	218770406		3.322	3.459	Fixation	8	1789	843
23974	60734233	Eye Tracker	Arthur	218778740		3.258	3.447	Fixation	8	1830	840
23983	60734241	Eye Tracker	Arthur	218787073		3.286	3.440	Fixation	8	1790	857
23991	60734250	Eye Tracker	Arthur	218795406				EyesNotFound	8		
23999	60734258	Eye Tracker	Arthur	218803739				EyesNotFound	8		
24008	60734266	Eye Tracker	Arthur	218812073				EyesNotFound	8		
24016	60734275	Eye Tracker	Arthur	218820406				EyesNotFound	8		
