Recording timestamp	Computer timestamp	Sensor	Participant name	Eyetracker timestamp	Event	Pupil diameter left	Pupil diameter right	Eye movement type	Gaze event duration	Fixation point X	Fixation point Y
0	60710259		Arthur		RecordingStart						
173	60710432	Eye Tracker	Arthur	194978472				EyesNotFound	8		
182	60710441	Eye Tracker	Arthur	194986805				EyesNotFound	8		
190	60710449	Eye Tracker	Arthur	194995139				EyesNotFound	8		
198	60710457	Eye Tracker	Arthur	195003472				EyesNotFound	8		
207	60710466	Eye Tracker	Arthur	195011805				EyesNotFound	8		
215	60710474	Eye Tracker	Arthur	195020139				EyesNotFound	8		
223	60710482	Eye Tracker	Arthur	195028472				EyesNotFound	8		
232	60710491	Eye Tracker	Arthur	195036806				EyesNotFound	8		
240	60710499	Eye Tracker	Arthur	195045139				EyesNotFound	8		
248	60710507	Eye Tracker	Arthur	195053541				EyesNotFound	8		
257	60710516	Eye Tracker	Arthur	195061944		3.943	4.103	Fixation	8	960	523
265	60710524	Eye Tracker	Arthur	195070277		3.925	4.107	Fixation	8	955	537
273	60710532	Eye Tracker	Arthur	195078610		3.948	4.099	Fixation	8	960	540
282	60710541	Eye Tracker	Arthur	195086946		3.941	4.097	Fixation	8	955	542
290	60710549	Eye Tracker	Arthur	195095279				EyesNotFound	8		
298	60710557	Eye Tracker	Arthur	195103612				EyesNotFound	8		
307	60710566	Eye Tracker	Arthur	195111945				EyesNotFound	8		
315	60710574	Eye Tracker	Arthur	195120279				EyesNotFound	8		
323	60710582	Eye Tracker	Arthur	195128612		3.917	4.094	Fixation	8	955	527
332	60710591	Eye Tracker	Arthur	195136949		3.948	4.081	Fixation	8	960	529
340	60710599	Eye Tracker	Arthur	195145282		3.930	4.083	Fixation	8	959	520
348	60710607	Eye Tracker	Arthur	195153615		3.925	4.084	Fixation	8	962	525
357	60710616	Eye Tracker	Arthur	195161949		3.911	4.082	Fixation	8	960	525
365	60710624	Eye Tracker	Arthur	195170282		3.929	4.077	Fixation	8	956	529
373	60710632	Eye Tracker	Arthur	195178615		3.882	4.046	Fixation	8	957	530
382	60710641	Eye Tracker	Arthur	195186949		3.887	4.078	Fixation	8	958	534
390	60710649	Eye Tracker	Arthur	195195282		3.883	4.071	Fixation	8	957	528
398	60710657	Eye Tracker	Arthur	195203615		3.904	4.058	Fixation	8	959	536
407	60710666	Eye Tracker	Arthur	195211949		3.897	4.064	Fixation	8	963	537
415	60710674	Eye Tracker	Arthur	195220281		3.920	4.060	Fixation	8	963	540
423	60710682	Eye Tracker	Arthur	195228614		3.906	4.065	Fixation	8	965	541
432	60710691	Eye Tracker	Arthur	195236947		3.912	4.064	Fixation	8	961	540
440	60710699	Eye Tracker	Arthur	195245281		3.916	4.054	Fixation	8	960	543
448	60710707	Eye Tracker	Arthur	195253613		3.897	4.066	Fixation	8	958	541
457	60710716	Eye Tracker	Arthur	195261947		3.893	4.072	Fixation	8	951	539
465	60710724	Eye Tracker	Arthur	195270280		3.911	4.075	Fixation	8	951	544
473	60710732	Eye Tracker	Arthur	195278613		3.884	4.055	Fixation	8	955	543
482	60710741	Eye Tracker	Arthur	195286948		3.894	4.061	Fixation	8	952	539
490	60710749	Eye Tracker	Arthur	195295281		3.907	4.056	Fixation	8	958	529
498	60710757	Eye Tracker	Arthur	195303617		3.920	4.069	Fixation	8	968	530
507	60710766	Eye Tracker	Arthur	195311950		3.909	4.065	Fixation	8	950	534
515	60710774	Eye Tracker	Arthur	195320283		3.882	4.058	Fixation	8	955	533
523	60710782	Eye Tracker	Arthur	195328616		3.895	4.068	Fixation	8	961	537
532	60710791	Eye Tracker	Arthur	195336950		3.901	4.078	Fixation	8	952	541
540	60710799	Eye Tracker	Arthur	195345283		3.887	4.087	Fixation	8	947	542
548	60710807	Eye Tracker	Arthur	195353616		3.917	4.066	Fixation	8	962	542
557	60710816	Eye Tracker	Arthur	195361950		3.897	4.068	Fixation	8	958	532
565	60710824	Eye Tracker	Arthur	195370284		3.902	4.083	Fixation	8	949	527
573	60710832	Eye Tracker	Arthur	195378616		3.933	4.085	Fixation	8	953	532
582	60710841	Eye Tracker	Arthur	195386950		3.915	4.079	Fixation	8	957	522
590	60710849	Eye Tracker	Arthur	195395283		3.918	4.093	Fixation	8	961	520
598	60710857	Eye Tracker	Arthur	195403617		3.918	4.078	Fixation	8	961	526
607	60710866	Eye Tracker	Arthur	195411951		3.918	4.092	Fixation	8	963	522
615	60710874	Eye Tracker	Arthur	195420285		3.939	4.100	Fixation	8	965	528
623	60710882	Eye Tracker	Arthur	195428618		3.927	4.095	Fixation	8	960	531
632	60710891	Eye Tracker	Arthur	195436951		3.911	4.108	Fixation	8	956	528
640	60710899	Eye Tracker	Arthur	195445284		3.934	4.111	Fixation	8	947	530
648	60710907	Eye Tracker	Arthur	195453618		3.946	4.112	Fixation	8	953	533
657	60710916	Eye Tracker	Arthur	195461951		3.949	4.110	Fixation	8	956	530
665	60710924	Eye Tracker	Arthur	195470284		3.953	4.113	Fixation	8	949	534
673	60710932	Eye Tracker	Arthur	195478618		3.966	4.105	Fixation	8	959	532
682	60710941	Eye Tracker	Arthur	195486951		3.959	4.105	Fixation	8	959	541
690	60710949	Eye Tracker	Arthur	195495284		3.947	4.131	Fixation	8	950	539
698	60710957	Eye Tracker	Arthur	195503617		3.949	4.134	Fixation	8	959	540
707	60710966	Eye Tracker	Arthur	195511950		3.984	4.141	Fixation	8	960	549
715	60710974	Eye Tracker	Arthur	195520284		4.001	4.138	Fixation	8	956	542
723	60710982	Eye Tracker	Arthur	195528617		3.989	4.135	Fixation	8	950	543
732	60710991	Eye Tracker	Arthur	195536950		4.005	4.138	Fixation	8	958	543
740	60710999	Eye Tracker	Arthur	195545282		4.005	4.149	Fixation	8	963	540
748	60711007	Eye Tracker	Arthur	195553616		3.973	4.163	Fixation	8	953	530
757	60711016	Eye Tracker	Arthur	195561948		3.990	4.167	Fixation	8	958	535
765	60711024	Eye Tracker	Arthur	195570282		4.001	4.176	Fixation	8	951	530
773	60711032	Eye Tracker	Arthur	195578615		3.997	4.194	Fixation	8	947	528
782	60711041	Eye Tracker	Arthur	195586949		4.009	4.170	Fixation	8	957	535
790	60711049	Eye Tracker	Arthur	195595282		4.019	4.178	Fixation	8	951	538
798	60711057	Eye Tracker	Arthur	195603616		3.975	4.169	Fixation	8	961	530
807	60711066	Eye Tracker	Arthur	195611949		4.015	4.161	Fixation	8	960	538
815	60711074	Eye Tracker	Arthur	195620282		3.998	4.176	Fixation	8	955	534
823	60711082	Eye Tracker	Arthur	195628615		4.030	4.185	Fixation	8	955	539
832	60711091	Eye Tracker	Arthur	195636949		3.996	4.174	Fixation	8	956	529
840	60711099	Eye Tracker	Arthur	195645282		4.005	4.168	Fixation	8	953	522
848	60711107	Eye Tracker	Arthur	195653616		3.998	4.165	Fixation	8	953	530
857	60711116	Eye Tracker	Arthur	195661949		4.000	4.154	Fixation	8	956	538
865	60711124	Eye Tracker	Arthur	195670282		3.974	4.155	Fixation	8	950	540
873	60711132	Eye Tracker	Arthur	195678620		3.942	4.132	Fixation	8	953	527
882	60711141	Eye Tracker	Arthur	195686952		3.976	4.118	Fixation	8	956	525
890	60711149	Eye Tracker	Arthur	195695286		3.940	4.088	Fixation	8	952	525
898	60711157	Eye Tracker	Arthur	195703620		3.928	4.082	Fixation	8	956	536
907	60711166	Eye Tracker	Arthur	195711953		3.885	4.062	Fixation	8	953	534
915	60711174	Eye Tracker	Arthur	195720286		3.896	4.052	Fixation	8	955	539
923	60711182	Eye Tracker	Arthur	195728619		3.882	4.042	Fixation	8	951	533
932	60711191	Eye Tracker	Arthur	195736952		3.853	4.016	Fixation	8	951	526
940	60711199	Eye Tracker	Arthur	195745286		3.846	4.009	Fixation	8	959	518
948	60711207	Eye Tracker	Arthur	195753620		3.838	3.989	Fixation	8	968	502
957	60711216	Eye Tracker	Arthur	195761953		3.844	3.971	Fixation	8	961	495
965	60711224	Eye Tracker	Arthur	195770286		3.836	3.965	Fixation	8	964	504
973	60711232	Eye Tracker	Arthur	195778619		3.820	3.953	Fixation	8	970	512
982	60711241	Eye Tracker	Arthur	195786953		3.791	3.954	Fixation	8	970	514
990	60711249	Eye Tracker	Arthur	195795286		3.797	3.943	Fixation	8	969	504
998	60711257	Eye Tracker	Arthur	195803620		3.786	3.934	Fixation	8	968	501
1007	60711266	Eye Tracker	Arthur	195811953		3.786	3.910	Fixation	8	966	505
1015	60711274	Eye Tracker	Arthur	195820287		3.786	3.906	Fixation	8	976	508
1023	60711282	Eye Tracker	Arthur	195828621		3.762	3.906	Fixation	8	965	515
1032	60711291	Eye Tracker	Arthur	195836954		3.737	3.899	Fixation	8	967	514
1040	60711299	Eye Tracker	Arthur	195845287		3.746	3.914	Fixation	8	968	518
1048	60711307	Eye Tracker	Arthur	195853620		3.759	3.868	Fixation	8	967	517
1057	60711316	Eye Tracker	Arthur	195861953		3.744	3.876	Fixation	8	967	508
1065	60711324	Eye Tracker	Arthur	195870287		3.736	3.866	Fixation	8	967	508
1073	60711332	Eye Tracker	Arthur	195878620		3.741	3.858	Fixation	8	968	506
1082	60711341	Eye Tracker	Arthur	195886953		3.737	3.882	Fixation	8	966	503
1090	60711349	Eye Tracker	Arthur	195895287		3.738	3.871	Fixation	8	963	506
1098	60711357	Eye Tracker	Arthur	195903620		3.737	3.848	Fixation	8	965	505
1107	60711366	Eye Tracker	Arthur	195911953		3.721	3.861	Fixation	8	968	498
1115	60711374	Eye Tracker	Arthur	195920287		3.731	3.864	Fixation	8	973	502
1123	60711382	Eye Tracker	Arthur	195928620		3.713	3.866	Fixation	8	977	498
1132	60711391	Eye Tracker	Arthur	195936953		3.710	3.843	Fixation	8	976	499
1140	60711399	Eye Tracker	Arthur	195945287		3.727	3.880	Fixation	8	978	505
1148	60711407	Eye Tracker	Arthur	195953620		3.745	3.848	Fixation	8	975	509
1157	60711416	Eye Tracker	Arthur	195961953		3.723	3.840	Fixation	8	978	508
1164	60711423		Arthur		Eye tracker Calibration start			Fixation	8	973	508
1165	60711424	Eye Tracker	Arthur	195970287		3.725	3.861	Fixation	8	973	508
1173	60711432	Eye Tracker	Arthur	195978620		3.739	3.863	Fixation	8	967	513
1182	60711441	Eye Tracker	Arthur	195986953		3.733	3.873	Fixation	8	970	505
1190	60711449	Eye Tracker	Arthur	195995287		3.729	3.867	Fixation	8	970	501
1198	60711457	Eye Tracker	Arthur	196003620		3.723	3.877	Fixation	8	962	509
1207	60711466	Eye Tracker	Arthur	196011953		3.730	3.850	Fixation	8	964	513
1215	60711474	Eye Tracker	Arthur	196020287		3.709	3.872	Fixation	8	963	509
1223	60711482	Eye Tracker	Arthur	196028620		3.739	3.873	Fixation	8	972	511
1232	60711491	Eye Tracker	Arthur	196036953		3.723	3.860	Fixation	8	967	499
1240	60711499	Eye Tracker	Arthur	196045287		3.739	3.879	Fixation	8	970	500
1248	60711507	Eye Tracker	Arthur	196053620		3.761	3.881	Fixation	8	972	507
1257	60711516	Eye Tracker	Arthur	196061953		3.749	3.883	Fixation	8	976	497
1265	60711524	Eye Tracker	Arthur	196070287		3.747	3.893	Fixation	8	974	496
1273	60711532	Eye Tracker	Arthur	196078621		3.749	3.884	Fixation	8	970	493
1282	60711541	Eye Tracker	Arthur	196086954		3.754	3.900	Fixation	8	970	498
1290	60711549	Eye Tracker	Arthur	196095288		3.764	3.900	Fixation	8	965	500
1298	60711557	Eye Tracker	Arthur	196103621		3.760	3.907	Fixation	8	966	513
1307	60711566	Eye Tracker	Arthur	196111954		3.781	3.909	Fixation	8	967	510
1315	60711574	Eye Tracker	Arthur	196120288		3.787	3.917	Fixation	8	962	510
1323	60711582	Eye Tracker	Arthur	196128621		3.776	3.914	Fixation	8	964	509
1332	60711591	Eye Tracker	Arthur	196136954		3.819	3.924	Fixation	8	976	509
1340	60711599	Eye Tracker	Arthur	196145288		3.793	3.929	Fixation	8	982	498
1348	60711607	Eye Tracker	Arthur	196153621		3.795	3.910	Fixation	8	973	497
1357	60711616	Eye Tracker	Arthur	196161954		3.835	3.932	Fixation	8	967	502
1365	60711624	Eye Tracker	Arthur	196170288		3.813	3.925	Fixation	8	970	506
1373	60711632	Eye Tracker	Arthur	196178621		3.843	3.941	Fixation	8	972	509
1382	60711641	Eye Tracker	Arthur	196186955		3.857	3.950	Fixation	8	978	512
1390	60711649	Eye Tracker	Arthur	196195287		3.843	3.941	Fixation	8	976	510
1398	60711657	Eye Tracker	Arthur	196203622		3.846	3.952	Fixation	8	974	509
1407	60711666	Eye Tracker	Arthur	196211955		3.856	3.954	Fixation	8	976	496
1415	60711674	Eye Tracker	Arthur	196220289		3.861	3.964	Fixation	8	976	496
1423	60711682	Eye Tracker	Arthur	196228622		3.874	3.969	Fixation	8	979	506
1432	60711691	Eye Tracker	Arthur	196236955		3.827	3.969	Fixation	8	976	504
1440	60711699	Eye Tracker	Arthur	196245289		3.857	3.969	Fixation	8	968	505
1448	60711707	Eye Tracker	Arthur	196253622		3.854	3.963	Fixation	8	968	505
1457	60711716	Eye Tracker	Arthur	196261956		3.845	3.953	Fixation	8	961	509
1465	60711724	Eye Tracker	Arthur	196270289		3.863	3.934	Fixation	8	974	506
1473	60711732	Eye Tracker	Arthur	196278622		3.819	3.958	Fixation	8	968	499
1482	60711741	Eye Tracker	Arthur	196286955		3.845	3.928	Fixation	8	976	508
1490	60711749	Eye Tracker	Arthur	196295288		3.776	3.925	Fixation	8	982	499
1498	60711757	Eye Tracker	Arthur	196303622		3.778	3.888	Fixation	8	972	509
1507	60711766	Eye Tracker	Arthur	196311955		3.759	3.890	Fixation	8	969	511
1515	60711774	Eye Tracker	Arthur	196320288		3.742	3.869	Fixation	8	971	506
1523	60711782	Eye Tracker	Arthur	196328623		3.742	3.842	Fixation	8	981	499
1532	60711791	Eye Tracker	Arthur	196336956		3.714	3.825	Fixation	8	971	497
1540	60711799	Eye Tracker	Arthur	196345290		3.697	3.824	Fixation	8	968	512
1548	60711807	Eye Tracker	Arthur	196353623		3.652	3.815	Fixation	8	969	518
1557	60711816	Eye Tracker	Arthur	196361956		3.643	3.772	Fixation	8	972	516
1565	60711824	Eye Tracker	Arthur	196370290		3.669	3.733	Fixation	8	976	515
1573	60711832	Eye Tracker	Arthur	196378623		3.614	3.708	Fixation	8	972	509
1582	60711841	Eye Tracker	Arthur	196386956		3.598	3.696	Fixation	8	970	513
1590	60711849	Eye Tracker	Arthur	196395290		3.551	3.699	Fixation	8	968	512
1598	60711857	Eye Tracker	Arthur	196403623		3.559	3.653	Fixation	8	965	517
1607	60711866	Eye Tracker	Arthur	196411956		3.510	3.623	Fixation	8	965	508
1615	60711874	Eye Tracker	Arthur	196420289		3.469	3.584	Fixation	8	969	498
1623	60711882	Eye Tracker	Arthur	196428623		3.485	3.572	Fixation	8	958	501
1632	60711891	Eye Tracker	Arthur	196436956		3.475	3.575	Fixation	8	956	509
1640	60711899	Eye Tracker	Arthur	196445289		3.411	3.547	Fixation	8	949	496
1648	60711907	Eye Tracker	Arthur	196453623		3.412	3.509	Fixation	8	955	487
1657	60711916	Eye Tracker	Arthur	196461956		3.413	3.505	Fixation	8	955	493
1665	60711924	Eye Tracker	Arthur	196470290		3.383	3.483	Fixation	8	951	494
1673	60711932	Eye Tracker	Arthur	196478623		3.354	3.453	Fixation	8	952	489
1682	60711941	Eye Tracker	Arthur	196486956		3.357	3.446	Fixation	8	954	494
1690	60711949	Eye Tracker	Arthur	196495290		3.310	3.435	Fixation	8	956	498
1698	60711957	Eye Tracker	Arthur	196503623		3.336	3.438	Fixation	8	955	506
1707	60711966	Eye Tracker	Arthur	196511956		3.325	3.402	Fixation	8	952	506
1715	60711974	Eye Tracker	Arthur	196520289		3.313	3.393	Fixation	8	953	508
1723	60711982	Eye Tracker	Arthur	196528623		3.315	3.385	Fixation	8	950	514
1732	60711991	Eye Tracker	Arthur	196536956		3.260	3.368	Fixation	8	958	503
1740	60711999	Eye Tracker	Arthur	196545289		3.226	3.348	Fixation	8	955	494
1748	60712007	Eye Tracker	Arthur	196553623		3.192	3.333	Fixation	8	958	488
1757	60712016	Eye Tracker	Arthur	196561956		3.200	3.312	Fixation	8	955	496
1765	60712024	Eye Tracker	Arthur	196570289		3.237	3.333	Fixation	8	955	505
1773	60712032	Eye Tracker	Arthur	196578623		3.174	3.327	Fixation	8	954	497
1782	60712041	Eye Tracker	Arthur	196586956		3.178	3.293	Fixation	8	957	497
1790	60712049	Eye Tracker	Arthur	196595291		3.110	3.291	Fixation	8	954	483
1798	60712057	Eye Tracker	Arthur	196603624		3.140	3.263	Fixation	8	956	488
1807	60712066	Eye Tracker	Arthur	196611957		3.193	3.274	Fixation	8	953	501
1815	60712074	Eye Tracker	Arthur	196620291		3.150	3.258	Fixation	8	944	520
1823	60712082	Eye Tracker	Arthur	196628624		3.127	3.256	Fixation	8	910	588
1832	60712091	Eye Tracker	Arthur	196636957		3.132	3.240	Fixation	8	883	634
1840	60712099	Eye Tracker	Arthur	196645290		3.087	3.239	Fixation	8	874	647
1848	60712107	Eye Tracker	Arthur	196653624		3.115	3.242	Fixation	8	875	660
1857	60712116	Eye Tracker	Arthur	196661957		3.108	3.239	Fixation	8	877	658
1865	60712124	Eye Tracker	Arthur	196670291		3.085	3.247	Fixation	8	879	657
1873	60712132	Eye Tracker	Arthur	196678623		3.044	3.194	Fixation	8	886	644
1882	60712141	Eye Tracker	Arthur	196686957		3.110	3.200	Fixation	8	887	660
1890	60712149	Eye Tracker	Arthur	196695290		3.077	3.220	Fixation	8	882	661
1898	60712157	Eye Tracker	Arthur	196703624		3.079	3.201	Fixation	8	886	650
1907	60712166	Eye Tracker	Arthur	196711957		3.081	3.227	Fixation	8	881	659
1915	60712174	Eye Tracker	Arthur	196720290		3.084	3.185	Fixation	8	882	650
1923	60712182	Eye Tracker	Arthur	196728624		3.062	3.189	Fixation	8	881	654
1932	60712191	Eye Tracker	Arthur	196736958		3.067	3.166	Fixation	8	882	655
1940	60712199	Eye Tracker	Arthur	196745292		3.032	3.179	Fixation	8	875	650
1948	60712207	Eye Tracker	Arthur	196753625		3.052	3.184	Fixation	8	879	650
1957	60712216	Eye Tracker	Arthur	196761958		3.045	3.162	Fixation	8	880	651
1965	60712224	Eye Tracker	Arthur	196770291		3.048	3.167	Fixation	8	872	651
1973	60712232	Eye Tracker	Arthur	196778624		3.038	3.160	Fixation	8	877	645
1982	60712241	Eye Tracker	Arthur	196786958		3.028	3.175	Fixation	8	885	650
1990	60712249	Eye Tracker	Arthur	196795292		3.076	3.168	Fixation	8	878	660
1998	60712257	Eye Tracker	Arthur	196803624		3.070	3.177	Fixation	8	887	662
2007	60712266	Eye Tracker	Arthur	196811958		3.018	3.165	Fixation	8	887	651
2015	60712274	Eye Tracker	Arthur	196820291		3.055	3.184	Fixation	8	901	670
2023	60712282	Eye Tracker	Arthur	196828625		3.050	3.215	Fixation	8	976	727
2032	60712291	Eye Tracker	Arthur	196836958		3.113	3.214	Fixation	8	1017	753
2040	60712299	Eye Tracker	Arthur	196845291		3.105	3.221	Fixation	8	1031	754
2048	60712307	Eye Tracker	Arthur	196853623		3.095	3.203	Fixation	8	1034	753
2057	60712316	Eye Tracker	Arthur	196861957		3.051	3.180	Fixation	8	1034	743
2065	60712324	Eye Tracker	Arthur	196870290		3.111	3.188	Fixation	8	1040	753
2073	60712332	Eye Tracker	Arthur	196878624		3.075	3.202	Fixation	8	1040	745
2082	60712341	Eye Tracker	Arthur	196886957		3.121	3.211	Fixation	8	1035	752
2090	60712349	Eye Tracker	Arthur	196895290		3.095	3.208	Fixation	8	1046	747
2098	60712357	Eye Tracker	Arthur	196903623		3.113	3.214	Fixation	8	1037	746
2107	60712366	Eye Tracker	Arthur	196911957		3.116	3.214	Fixation	8	1038	748
2115	60712374	Eye Tracker	Arthur	196920290		3.126	3.204	Fixation	8	1042	752
2123	60712382	Eye Tracker	Arthur	196928623		3.122	3.222	Fixation	8	1037	748
2132	60712391	Eye Tracker	Arthur	196936957		3.113	3.234	Fixation	8	1031	748
2140	60712399	Eye Tracker	Arthur	196945290		3.123	3.226	Fixation	8	1033	744
2148	60712407	Eye Tracker	Arthur	196953624		3.156	3.232	Fixation	8	1027	746
2157	60712416	Eye Tracker	Arthur	196961957		3.136	3.234	Fixation	8	1032	735
2165	60712424	Eye Tracker	Arthur	196970290		3.161	3.249	Fixation	8	1024	737
2173	60712432	Eye Tracker	Arthur	196978623		3.167	3.269	Fixation	8	1029	738
2182	60712441	Eye Tracker	Arthur	196986960		3.127	3.250	Fixation	8	1032	740
2190	60712449	Eye Tracker	Arthur	196995294		3.146	3.272	Fixation	8	1036	750
2198	60712457	Eye Tracker	Arthur	197003627		3.173	3.290	Fixation	8	1034	753
2207	60712466	Eye Tracker	Arthur	197011960		3.154	3.275	Fixation	8	1033	739
2215	60712474	Eye Tracker	Arthur	197020293		3.234	3.314	Fixation	8	1065	756
2223	60712482	Eye Tracker	Arthur	197028626		3.243	3.303	Fixation	8	1123	754
2232	60712491	Eye Tracker	Arthur	197036960		3.278	3.326	Fixation	8	1144	758
2240	60712499	Eye Tracker	Arthur	197045293		3.288	3.336	Fixation	8	1150	762
2248	60712507	Eye Tracker	Arthur	197053626		3.293	3.317	Fixation	8	1146	760
2257	60712516	Eye Tracker	Arthur	197061960		3.278	3.327	Fixation	8	1154	752
2265	60712524	Eye Tracker	Arthur	197070293		3.307	3.350	Fixation	8	1153	753
2273	60712532	Eye Tracker	Arthur	197078627		3.307	3.358	Fixation	8	1149	751
2282	60712541	Eye Tracker	Arthur	197086960		3.300	3.357	Fixation	8	1146	749
2290	60712549	Eye Tracker	Arthur	197095293		3.302	3.389	Fixation	8	1141	754
2298	60712557	Eye Tracker	Arthur	197103626		3.330	3.367	Fixation	8	1140	751
2307	60712566	Eye Tracker	Arthur	197111960		3.339	3.388	Fixation	8	1151	742
2315	60712574	Eye Tracker	Arthur	197120293		3.344	3.392	Fixation	8	1146	743
2323	60712582	Eye Tracker	Arthur	197128626		3.332	3.381	Fixation	8	1146	743
2332	60712591	Eye Tracker	Arthur	197136960		3.338	3.387	Fixation	8	1142	743
2340	60712599	Eye Tracker	Arthur	197145293		3.376	3.390	Fixation	8	1140	749
2348	60712607	Eye Tracker	Arthur	197153626		3.351	3.405	Fixation	8	1141	741
2357	60712616	Eye Tracker	Arthur	197161960		3.375	3.416	Fixation	8	1142	747
2365	60712624	Eye Tracker	Arthur	197170293		3.391	3.411	Fixation	8	1140	747
2373	60712632	Eye Tracker	Arthur	197178626		3.375	3.418	Fixation	8	1136	744
2382	60712641	Eye Tracker	Arthur	197186959		3.384	3.425	Fixation	8	1138	752
2390	60712649	Eye Tracker	Arthur	197195293		3.391	3.437	Fixation	8	1137	755
2398	60712657	Eye Tracker	Arthur	197203627		3.404	3.418	Fixation	8	1139	755
2407	60712666	Eye Tracker	Arthur	197211959		3.416	3.437	Fixation	8	1145	743
2415	60712674	Eye Tracker	Arthur	197220293		3.404	3.423	Fixation	8	1135	740
2423	60712682	Eye Tracker	Arthur	197228626		3.418	3.426	Fixation	8	1138	741
2432	60712691	Eye Tracker	Arthur	197236959		3.433	3.415	Fixation	8	1140	747
2440	60712699	Eye Tracker	Arthur	197245293		3.407	3.436	Fixation	8	1141	748
2448	60712707	Eye Tracker	Arthur	197253627		3.420	3.438	Fixation	8	1147	760
2457	60712716	Eye Tracker	Arthur	197261960		3.426	3.427	Fixation	8	1149	758
2465	60712724	Eye Tracker	Arthur	197270294		3.404	3.422	Fixation	8	1146	758
2473	60712732	Eye Tracker	Arthur	197278627		3.438	3.449	Fixation	8	1144	758
2482	60712741	Eye Tracker	Arthur	197286960		3.421	3.425	Fixation	8	1142	754
2490	60712749	Eye Tracker	Arthur	197295294		3.420	3.437	Fixation	8	1143	754
2498	60712757	Eye Tracker	Arthur	197303627		3.420	3.415	Fixation	8	1142	755
2507	60712766	Eye Tracker	Arthur	197311960		3.438	3.437	Fixation	8	1145	754
2515	60712774	Eye Tracker	Arthur	197320294		3.428	3.422	Fixation	8	1156	757
2523	60712782	Eye Tracker	Arthur	197328627		3.467	3.452	Fixation	8	1144	755
2532	60712791	Eye Tracker	Arthur	197336960		3.441	3.428	Fixation	8	1144	751
2540	60712799	Eye Tracker	Arthur	197345294		3.448	3.459	Fixation	8	1144	753
2548	60712807	Eye Tracker	Arthur	197353627		3.455	3.445	Fixation	8	1138	744
2557	60712816	Eye Tracker	Arthur	197361960		3.440	3.437	Fixation	8	1137	748
2565	60712824	Eye Tracker	Arthur	197370294		3.440	3.440	Fixation	8	1145	747
2573	60712832	Eye Tracker	Arthur	197378628		3.421	3.440	Fixation	8	1139	746
2582	60712841	Eye Tracker	Arthur	197386961		3.419	3.434	Fixation	8	1140	752
2590	60712849	Eye Tracker	Arthur	197395295		3.425	3.524	Fixation	8	1148	756
2598	60712857	Eye Tracker	Arthur	197403628				EyesNotFound	8		
2607	60712866	Eye Tracker	Arthur	197411961				EyesNotFound	8		
2615	60712874	Eye Tracker	Arthur	197420295				EyesNotFound	8		
2623	60712882	Eye Tracker	Arthur	197428628				EyesNotFound	8		
2632	60712891	Eye Tracker	Arthur	197436962				EyesNotFound	8		
2640	60712899	Eye Tracker	Arthur	197445295				EyesNotFound	8		
2648	60712907	Eye Tracker	Arthur	197453629				EyesNotFound	8		
2657	60712916	Eye Tracker	Arthur	197461962				EyesNotFound	8		
2665	60712924	Eye Tracker	Arthur	197470295				EyesNotFound	8		
2673	60712932	Eye Tracker	Arthur	197478628				EyesNotFound	8		
2682	60712941	Eye Tracker	Arthur	197486961		2.486		Fixation	8	1164	637
2690	60712949	Eye Tracker	Arthur	197495295		3.235		Fixation	8	1018	513
2698	60712957	Eye Tracker	Arthur	197503628			3.034	Fixation	8	920	486
2707	60712966	Eye Tracker	Arthur	197511962		3.486	3.418	Fixation	8	986	405
2715	60712974	Eye Tracker	Arthur	197520296		3.435	3.541	Fixation	8	985	374
2723	60712982	Eye Tracker	Arthur	197528629		3.367	3.484	Fixation	8	988	414
2732	60712991	Eye Tracker	Arthur	197536963		3.387	3.426	Fixation	8	987	463
2740	60712999	Eye Tracker	Arthur	197545296		3.367	3.423	Fixation	8	988	461
2748	60713007	Eye Tracker	Arthur	197553629		3.367	3.427	Fixation	8	990	461
2757	60713016	Eye Tracker	Arthur	197561963		3.416	3.420	Fixation	8	987	470
2765	60713024	Eye Tracker	Arthur	197570296		3.410	3.473	Fixation	8	992	490
2773	60713032	Eye Tracker	Arthur	197578629		3.409	3.433	Fixation	8	1057	504
2782	60713041	Eye Tracker	Arthur	197586963		3.405	3.412	Fixation	8	1134	518
2790	60713049	Eye Tracker	Arthur	197595296		3.421	3.416	Fixation	8	1197	572
2798	60713057	Eye Tracker	Arthur	197603629		3.385	3.395	Fixation	8	1200	570
2807	60713066	Eye Tracker	Arthur	197611962		3.403	3.400	Fixation	8	1197	582
2815	60713074	Eye Tracker	Arthur	197620295		3.408	3.378	Fixation	8	1195	579
2823	60713082	Eye Tracker	Arthur	197628629		3.432	3.396	Fixation	8	1189	575
2832	60713091	Eye Tracker	Arthur	197636962		3.407	3.404	Fixation	8	1194	566
2840	60713099	Eye Tracker	Arthur	197645297		3.441	3.390	Fixation	8	1193	560
2848	60713107	Eye Tracker	Arthur	197653630		3.390	3.379	Fixation	8	1188	546
2857	60713116	Eye Tracker	Arthur	197661964		3.426	3.367	Fixation	8	1195	560
2865	60713124	Eye Tracker	Arthur	197670297		3.381	3.391	Fixation	8	1194	574
2873	60713132	Eye Tracker	Arthur	197678630		3.397	3.395	Fixation	8	1199	570
2882	60713141	Eye Tracker	Arthur	197686963		3.392	3.389	Fixation	8	1195	574
2890	60713149	Eye Tracker	Arthur	197695296		3.421	3.395	Fixation	8	1191	574
