,world_index,X,Y
35495,19467,2626.0,701.0
35496,19468,2642.0,697.0
35497,19468,2636.0,705.0
35498,19469,2647.0,706.0
35499,19469,2654.0,702.0
35500,19470,2669.0,699.0
35501,19470,2662.0,699.0
35502,19471,2693.0,658.0
35503,19471,2701.0,635.0
35504,19472,2702.0,631.0
35505,19472,2703.0,627.0
35506,19473,2701.0,628.0
35507,19473,2684.0,651.0
35508,19474,2649.0,702.0
35509,19474,2589.0,698.0
35510,19475,2432.0,701.0
35511,19475,2270.0,742.0
35512,19476,2442.0,614.0
35513,19476,2442.0,613.0
35514,19477,2008.0,770.0
35515,19477,2018.0,770.0
35516,19478,2029.0,775.0
35517,19478,2046.0,773.0
35518,19479,2006.0,872.0
35519,19479,2025.0,865.0
35520,19480,2031.0,879.0
35521,19480,2051.0,884.0
35522,19481,1994.0,898.0
35523,19481,1999.0,923.0
35524,19482,1205.0,1019.0
35525,19482,1284.0,868.0
35526,19483,1932.0,906.0
35527,19483,1939.0,904.0
35528,19484,1873.0,949.0
35529,19484,1876.0,976.0
35530,19485,2775.0,1046.0
35531,19485,2777.0,1046.0
35532,19486,1905.0,1020.0
35533,19486,1919.0,1016.0
35534,19487,1850.0,1056.0
35535,19487,1856.0,1054.0
35536,19488,1881.0,1047.0
35537,19488,1882.0,1049.0
35538,19489,1861.0,979.0
35539,19489,1861.0,990.0
35540,19490,1897.0,1064.0
35541,19490,1894.0,1066.0
35542,19491,1937.0,1041.0
35543,19491,1930.0,1041.0
35544,19492,1877.0,1061.0
35545,19492,1873.0,1061.0
35546,19493,1851.0,1084.0
35547,19493,1950.0,1006.0
35548,19494,2179.0,1055.0
35549,19494,2314.0,1074.0
35550,19495,2266.0,1071.0
35551,19495,2273.0,1072.0
35552,19496,2308.0,1087.0
35553,19496,2296.0,1073.0
35554,19497,2770.0,1033.0
35555,19497,2770.0,1033.0
35556,19498,2769.0,1046.0
35557,19498,2769.0,1046.0
35558,19499,2354.0,1101.0
35559,19499,2339.0,1096.0
35560,19500,2378.0,1088.0
35561,19500,2371.0,1087.0
35562,19501,2384.0,1099.0
35563,19501,2364.0,1080.0
35564,19502,2781.0,1044.0
35565,19502,2781.0,1044.0
35566,19503,2781.0,1044.0
35567,19503,2781.0,1044.0
35568,19504,2781.0,1044.0
35569,19504,2781.0,1044.0
35570,19505,2278.0,1107.0
35571,19505,2276.0,1082.0
35572,19506,2293.0,1063.0
35573,19506,2270.0,1060.0
35574,19507,2781.0,1045.0
35575,19507,2781.0,1045.0
35576,19508,2776.0,1042.0
35577,19508,2778.0,1043.0
35578,19509,2813.0,1049.0
35579,19509,2817.0,1050.0
35580,19510,3271.0,935.0
35581,19510,3250.0,966.0
35582,19511,2766.0,1111.0
35583,19511,2767.0,1108.0
35584,19512,2780.0,1044.0
35585,19512,2780.0,1044.0
35586,19513,2876.0,1498.0
35587,19513,2868.0,1497.0
35588,19514,2936.0,1457.0
35589,19514,2929.0,1455.0
35590,19515,2845.0,1794.0
35591,19515,2839.0,1792.0
35592,19516,2870.0,1778.0
35593,19516,2703.0,1911.0
35594,19517,2757.0,1615.0
35595,19517,2744.0,1613.0
35596,19518,2637.0,1626.0
35597,19518,2640.0,1566.0
35598,19519,2695.0,1403.0
35599,19519,2694.0,1395.0
35600,19520,2731.0,1369.0
35601,19520,2729.0,1373.0
35602,19521,2692.0,1411.0
35603,19521,2700.0,1411.0
35604,19522,2674.0,1393.0
35605,19522,2671.0,1403.0
35606,19523,2655.0,1397.0
35607,19523,2656.0,1399.0
35608,19524,2598.0,1555.0
35609,19524,2605.0,1567.0
35610,19525,2718.0,1310.0
35611,19525,2723.0,1317.0
35612,19526,2627.0,1469.0
35613,19526,2629.0,1476.0
35614,19527,2670.0,1314.0
35615,19527,2672.0,1320.0
35616,19528,2629.0,1484.0
35617,19528,2632.0,1493.0
35618,19529,2617.0,1486.0
35619,19529,2615.0,1492.0
35620,19530,2643.0,1373.0
35621,19530,2644.0,1387.0
35622,19531,2640.0,1398.0
35623,19531,2640.0,1408.0
35624,19532,2655.0,1396.0
35625,19532,2655.0,1403.0
35626,19533,2618.0,1602.0
35627,19533,2616.0,1609.0
35628,19534,2647.0,1430.0
35629,19534,2645.0,1434.0
35630,19535,2631.0,1472.0
35631,19535,2630.0,1477.0
35632,19536,2630.0,1491.0
35633,19536,2627.0,1496.0
35634,19537,2622.0,1540.0
35635,19537,2617.0,1546.0
35636,19538,2627.0,1562.0
35637,19538,2622.0,1569.0
35638,19539,2626.0,1580.0
35639,19539,2623.0,1584.0
35640,19540,2641.0,1575.0
35641,19540,2639.0,1575.0
35642,19541,2696.0,1324.0
35643,19541,2696.0,1323.0
35644,19542,2684.0,1483.0
35645,19542,2688.0,1478.0
35646,19543,2707.0,1526.0
35647,19543,2711.0,1517.0
35648,19544,2733.0,1436.0
35649,19544,2735.0,1432.0
35650,19545,2741.0,1441.0
35651,19545,2740.0,1436.0
35652,19546,2750.0,1542.0
35653,19546,2744.0,1529.0
35654,19547,2754.0,1271.0
35655,19547,2749.0,1258.0
35656,19548,2716.0,1860.0
35657,19548,2708.0,1818.0
35658,19549,2743.0,1249.0
35659,19549,2739.0,1238.0
35660,19550,2730.0,1431.0
35661,19550,2726.0,1418.0
35662,19551,2747.0,1130.0
35663,19551,2746.0,1127.0
35664,19552,2428.0,1745.0
35665,19552,2428.0,1745.0
35666,19553,2737.0,1402.0
35667,19553,2677.0,1497.0
35668,19554,2658.0,1549.0
35669,19554,2676.0,1494.0
35670,19555,2670.0,1627.0
35671,19555,2677.0,1618.0
35672,19556,2463.0,1818.0
35673,19556,2391.0,1971.0
35674,19557,2671.0,1790.0
35675,19557,2670.0,1795.0
35676,19558,2627.0,1831.0
35677,19558,2628.0,1837.0
35678,19559,2668.0,1767.0
35679,19559,2668.0,1772.0
35680,19560,2626.0,1902.0
35681,19560,2625.0,1905.0
35682,19561,2751.0,1529.0
35683,19561,2748.0,1534.0
35684,19562,2217.0,2590.0
35685,19562,2629.0,2655.0
35686,19563,3051.0,2480.0
35687,19563,3167.0,2494.0
35688,19564,3328.0,1954.0
35689,19564,3331.0,1950.0
35690,19565,3388.0,2038.0
35691,19565,3384.0,2061.0
35692,19566,3393.0,1934.0
35693,19566,3391.0,1924.0
35694,19567,3355.0,1891.0
35695,19567,3354.0,1893.0
35696,19568,3372.0,1890.0
35697,19568,3370.0,1890.0
35698,19569,3350.0,1933.0
35699,19569,3351.0,1938.0
35700,19570,3257.0,1812.0
35701,19570,2989.0,1645.0
35702,19571,2812.0,1598.0
35703,19571,2734.0,1598.0
35704,19572,2649.0,1641.0
35705,19572,2656.0,1621.0
35706,19573,2736.0,1496.0
35707,19573,2744.0,1491.0
35708,19574,2685.0,1519.0
35709,19574,2686.0,1522.0
35710,19575,2798.0,1400.0
35711,19575,2803.0,1402.0
35712,19576,2480.0,1710.0
35713,19576,2492.0,1701.0
35714,19577,2701.0,1465.0
35715,19577,2707.0,1456.0
35716,19578,2756.0,1416.0
35717,19578,2757.0,1411.0
35718,19579,2640.0,1501.0
35719,19579,2641.0,1495.0
35720,19580,2682.0,1463.0
35721,19580,2681.0,1458.0
35722,19581,2652.0,1474.0
35723,19581,2621.0,1538.0
35724,19582,2590.0,1536.0
35725,19582,2588.0,1531.0
35726,19583,2708.0,1434.0
35727,19583,2705.0,1431.0
35728,19584,2711.0,1314.0
35729,19585,2643.0,1408.0
35730,19585,2642.0,1400.0
35731,19586,2698.0,1408.0
35732,19586,2701.0,1393.0
35733,19587,2687.0,1368.0
35734,19587,2687.0,1370.0
35735,19588,2706.0,1390.0
35736,19588,2706.0,1386.0
35737,19589,2588.0,1504.0
35738,19589,2596.0,1485.0
35739,19590,2657.0,1395.0
35740,19590,2643.0,1444.0
35741,19591,2687.0,1376.0
35742,19591,2692.0,1379.0
35743,19592,2702.0,1319.0
35744,19592,2690.0,1329.0
35745,19593,2715.0,1309.0
35746,19593,2738.0,1308.0
35747,19594,2752.0,1352.0
35748,19594,2762.0,1357.0
